transaction_id,transaction_status,merchant_id,merchant_name,order_total_amount,order_tax_amount,shipping_address,shipping_city,shipping_state,shipping_zip,payment_datetime,payment_method,payment_bank_account_number,payment_digital_wallet_account_number,payment_attempt,payment_status,customer_name,customer_email,customer_phone,customer_id
27dec945-276c-4b74-8d4a-f45924712a01,Success,fd79cb45-6941-478a-bc6d-a1efb6ae341f,KennedyGallegos,472.64,47.26,856/0 Garcia Range,East Denise,TAS,2690,2023-10-23 16:15:22,bank,978133,,5,Success,Amber Miller,reedcatherine@example.net,+61-3-7238-7156,01e8632d-13ef-4581-bdf8-6d0cfd7d9ea7
41d8399f-aeaf-48cb-97e6-74b791180740,Success,ea157136-dd72-4bed-a6fe-3e60099dc45e,WhiteRichard,249.02,24.9,811 Alexandra Ridgeway,Port Robert,WA,3525,2023-10-24 03:19:17,bank,855157,,1,Success,Lori Wilson,lfuller@example.com,5546-9813,dcd56454-e3cf-4b66-a832-b0069e351bb4
3cf9b658-c23e-4988-8c50-044239093e0e,Success,2b7d2a04-71a9-46a4-9b75-e84f6bfc7fe5,AllenTodd,211.02,21.1,2 Heather Port,East Samuel,NT,2640,2023-10-24 05:24:47,bank,237599,,4,Success,Todd Savage Jr.,bphillips@example.org,0731793420,8283a11f-407a-4aa8-bdc4-39ca5d7564de
bec8f16c-1635-466c-a8bc-a97479aa4f38,Success,e0574e94-9b11-46a9-97cf-c3f8379c1296,Gonzalez LLC,491.44,49.14,6 Amy Chase,Clarkport,QLD,1927,2023-10-24 13:52:18,digital_wallet,,wallet_gonzalez_llc_c27701d,4,Success,Jessica Miller,wendy21@example.net,0471 771 240,449d0777-358a-4f01-90c6-675fc6def042
c8161af3-bf32-46f1-8796-dcc0651f67ac,Failed,4bb0ad5b-c890-439b-988c-5d2d2edcb833,Hall Jordan and Rodriguez,324.2,32.42,Flat 39 6 Kennedy Quadrant,Marystad,NT,2694,2023-10-24 02:39:43,bank,775108,,4,Failed,Elizabeth Li,brooksashley@example.org,0443-183-788,4648262b-3ba5-449b-b35b-604ec7fa4396
f2bb13f6-cb77-4e02-bc1b-4e2aaae65def,Success,f8bfe6dc-97b5-4302-9be1-3aa731d4c9b5,JohnsonJohnson,357.3,35.73,1 Heath Alleyway,Clarkberg,SA,9450,2023-10-24 05:41:59,bank,760344,,5,Success,Jason Bowen,wagnerchad@example.com,0419.859.873,eb312922-12c9-4e20-9aa7-6d0d24820555
0965c2d5-65e5-4865-a144-2125e62e30ba,Failed,c7bff78a-9ffa-45cf-afe1-cf6ef9152db2,Thomas Olsen and Foster,333.77,33.38,471 Cory Laneway,Andersonside,QLD,2686,2023-10-23 06:41:44,bank,684852,,2,Failed,Ms. Candace Mcdonald PhD,tarathomas@example.org,0870001556,4c2bdcd9-de99-410b-a5f6-9fef6c54969e
3e295a0b-df36-4eba-892f-2345656fa1d3,Success,7bd0566a-ad06-4423-a7f8-f4bc9b12b40d,Sanders Washington and Wheeler,168.92,16.89,722/722 Terri Lookout,South Allison,ACT,4669,2023-10-24 12:01:19,bank,487939,,1,Success,Stacey Sullivan,ibennett@example.com,0531-9078,8dec5da4-5a11-4652-ab52-abc04d90f3c9
3b07e283-9d14-4116-bee2-620693e521e9,Success,6cf65262-baaa-42a0-b4c6-9c5d26297540,Rodriguez Garrett and Hanson,471.2,47.12,Suite 787 86 Holder Arcade,Jonathanstad,QLD,0828,2023-10-24 17:24:08,bank,201925,,1,Success,Kevin Short,ryanmitchell@example.net,+61 486 566 047,c22497a8-f092-40de-9d3d-0a0acd0db017
f8dec59c-25c5-426d-9cba-9bfd2542f801,Pending,33583c6e-7195-4103-8b0a-7599d25e7767,Wilcox Carter and Williams,191.2,19.12,5 Brandi Reach,Mandyfurt,QLD,2229,2023-10-23 21:18:56,digital_wallet,,wallet_wilcox_carter_and_williams_8d01d33,3,Pending,Abigail Hopkins,anthonyrivera@example.org,(08) 5918 2428,91c09356-a83d-4021-bbe3-3d2fa95610fb
c8598c33-c277-4530-b840-742ca4d23fca,Success,4b31c401-fb5f-4316-8b26-396b10b26148,Torres Orozco and Cohen,189.97,19.0,8 Graham Siding,East Christopher,ACT,2476,2023-10-24 19:37:07,digital_wallet,,wallet_torres_orozco_and_cohen_ade9150,5,Success,Bryce Proctor,alexanderspencer@example.com,42281180,7f8d6067-ae8c-42e6-a9f3-23f7d0ba094c
ab2ee420-2801-41b9-86cc-68289c6391d2,Success,6d457799-0a8d-4b9c-b25b-1258aae212e5,StoneMoran,179.39,17.94,4 Martinez Common,Kathrynside,SA,2786,2023-10-24 21:44:00,bank,160843,,4,Success,Eugene Collins,obrown@example.com,+61362669270,272c6b19-09e4-4e3f-9511-dd1e47eaa4e1
17c4fb1d-6f10-4dd6-bc82-02ce463ab5fc,Success,a612a565-42bf-45ca-9dd0-309220043640,Doyle Hall and Contreras,482.29,48.23,Unit 79 5 Paige Turn,Contrerasfort,QLD,2920,2023-10-23 02:50:54,digital_wallet,,wallet_doyle_hall_and_contreras_5c38ec9,2,Success,Crystal Cannon,nwood@example.com,02.4907.8305,538d6806-9d44-40dc-8c59-4da7706038d8
1503e69a-63a1-432e-b44e-b329cfc73134,Pending,c74402d9-ef2e-4a08-87b3-dc154a13c079,MendozaMathis,177.43,17.74,94 Johnson Alleyway,Chanmouth,WA,2151,2023-10-24 09:07:50,bank,987063,,3,Pending,Joseph Robbins,christina26@example.net,02-9956-5618,e7c1922a-04f9-4ff3-bb2d-387aadbb01a1
