transaction_id,transaction_status,merchant_id,merchant_name,order_total_amount,order_tax_amount,shipping_address,shipping_city,shipping_state,shipping_zip,payment_datetime,payment_method,payment_bank_account_number,payment_digital_wallet_account_number,payment_attempt,payment_status,customer_name,customer_email,customer_phone,customer_id
556806ed-ee51-46e4-82a8-12cd47c66e81,Fraud,9b6d1ae8-c651-496f-9eae-394263ef970c,WilsonMclean,350.73,35.07,2 Brandon Strand,East Stevenmouth,QLD,2117,2023-10-26 01:26:43,bank,207086,,2,Fraud,Amanda Schwartz,david39@example.com,3433 0754,80eb0cc5-ea14-478c-bbd6-4bfef4ccf798
6d0e85e1-2fc2-474d-afca-f1838306ec76,Fraud,8f6e545f-8001-4858-8b76-ee353120b408,Blackwell Bowman and Porter,17.87,1.79,933 John Mew,Lake Austintown,NT,2790,2023-10-26 09:50:34,bank,593631,,3,Fraud,Kimberly Sloan,icox@example.com,88671771,b4bb93bb-1f9f-493d-8a5b-26c5f7d0bab2
795c5e6a-bfe6-4cc5-a2b6-b56c18a4c1f2,Success,ba712f39-418a-4f11-bb62-19800276c2e9,Garcia Salinas and Turner,250.1,25.01,76 Webster Riviera,Bradleyshire,NT,7192,2023-10-25 22:22:11,bank,377880,,3,Success,Jason Daugherty,fclements@example.com,0876250492,b850a440-ade9-4ce2-bc0e-74ddc5cfb07d
ab34be17-61f9-4566-95f6-ca98efdc2c87,Success,33583c6e-7195-4103-8b0a-7599d25e7767,Wilcox Carter and Williams,151.35,15.13,Flat 48 2 Michael Quay,Cannontown,NSW,2302,2023-10-25 22:45:29,digital_wallet,,wallet_wilcox_carter_and_williams_c5bcc96,4,Success,Rhonda Wiggins,chaserodriguez@example.net,07 1048 5089,3ce65e82-4a8b-40f3-a82e-ee3ac69e130a
54a128a2-9abd-4855-b056-29937be54459,Success,1833e2a6-5916-479a-92b0-31eadf877fc3,StephensWalker,268.42,26.84,Unit 29 637 Charles Route,East Karen,WA,2997,2023-10-26 16:04:34,bank,640652,,4,Success,Marcus Cook,jessica58@example.com,+61.445.959.412,cab7d726-04fc-43d4-8f8c-f1ca7132764e
889e4633-bc51-4d0a-b94e-840dca34801b,Success,91c9245a-5971-4ba3-8de8-bdb6f849ff5d,AllenBrown,402.14,40.21,00 Atkinson Beach,Samanthamouth,NSW,2993,2023-10-25 12:43:38,digital_wallet,,wallet_allenbrown_940e702,5,Success,Meredith Miller,elopez@example.org,+61-7-6291-4023,c45f985d-492b-42de-b38b-806e2badfd33
7b050fd3-5602-4eee-a80a-09878f6fe36a,Fraud,9539fc92-3b9b-4267-b74e-3baca77ad1a2,ObrienMason,162.42,16.24,62/612 Alvarado Street,Jasonmouth,NSW,0840,2023-10-25 12:29:19,bank,504127,,3,Fraud,Tyler Alvarez,melanie82@example.net,+61 413 196 268,6526a457-6407-40f7-9405-83d1beeace66
9a0408d1-dc4f-44f3-b8d1-528f6db574a5,Fraud,74552a41-5bdd-44e7-ab6a-d31c0210d935,MartinezDiaz,49.89,4.99,60/305 Carpenter Bypass,Stricklandhaven,QLD,0241,2023-10-25 03:40:37,bank,174110,,2,Fraud,Brooke Walls,mercadocassandra@example.com,+61-461-036-733,43fc4762-c338-48e5-88d5-c2d0b707fa53
af2fba66-47fe-48f9-b1fc-410339258bbb,Failed,91c9245a-5971-4ba3-8de8-bdb6f849ff5d,AllenBrown,382.82,38.28,2 Shawn Villas,West Rhondamouth,QLD,2830,2023-10-25 20:53:50,digital_wallet,,wallet_allenbrown_0b62244,3,Failed,Erik Duffy,williamjohnson@example.com,+61-7-5986-5246,f6ecdbe6-2318-46cd-b7f8-42de17bdbc09
4e14e40b-9aed-460f-8f41-8e0a48953957,Success,bbe9a25a-2613-4d65-beba-a60d2e7cbfb4,Bowers Sellers and Davis,359.59,35.96,944/774 Anthony Boulevard,West Andrewmouth,NT,2758,2023-10-26 12:49:33,digital_wallet,,wallet_bowers_sellers_and_davis_2e3a6a5,4,Success,Sarah Young,louis39@example.net,(08) 3978 6269,2bcecd7b-9cda-4497-80ba-ab31b4db7748
04948f1c-0869-4aed-b79e-76d550602c65,Failed,c3e093d3-5ca5-4bd8-a65b-02a98749da7a,Ferguson Ltd,494.83,49.48,Apt. 357 41 Eric Drive,Mikeland,VIC,2661,2023-10-26 19:12:36,bank,910752,,3,Failed,Taylor Charles,marcuswade@example.org,(07).4753.2872,1bad0da6-4c9a-4aa9-98d9-2d11d519f489
ed55455c-c2be-49eb-b111-2b1160d273f4,Failed,fa7d1727-e983-4406-8935-7ea97474ce4a,Smith Ltd,62.71,6.27,429 Taylor Ring,West Shannon,WA,2641,2023-10-25 20:33:18,bank,980567,,5,Failed,Bradley Stewart,billyhaas@example.com,+61 454 981 286,6fba64bc-01c0-40b5-95b1-592f413ddab7
28edfa5d-aeb6-4c01-954b-8010c4d78be0,Failed,43a6d815-6173-48fb-8bde-b0be7912c3b5,Hays and Sons,199.64,19.96,312 Garcia Corso,Robertshire,QLD,2751,2023-10-25 11:10:56,bank,533912,,3,Failed,Samantha Munoz,lisawright@example.org,+61.7.0102.4938,74f7a903-61f3-4247-b872-361b7a506590
4e2cadc5-f392-47ea-826a-22073958e62d,Success,cb203979-7376-4360-8d02-7d41a53a2d9e,Moran Inc,183.06,18.31,0 Mcpherson Approach,Lake Elizabethside,VIC,2594,2023-10-26 05:21:26,bank,563890,,3,Success,Melissa Lynch,darlenecarroll@example.org,2142-3334,525fe787-75e4-4eb6-8aa1-49defc9a217c
43b5c14a-b2d7-47f0-975a-a2c15607ffcc,Pending,211992b5-34c9-4b85-adba-afa08440bd53,Roberson PLC,117.69,11.77,Unit 01 083 Carter Freeway,Davisborough,ACT,2904,2023-10-25 04:00:28,bank,679954,,3,Pending,Richard Daniels,deanpatrick@example.com,4258-5310,8c89888c-6ee8-4a2c-ae96-629529370d1c
6c629d16-cbcd-4c23-bbb8-c4454a087298,Success,a612a565-42bf-45ca-9dd0-309220043640,Doyle Hall and Contreras,24.95,2.5,411 Carter Line,West Roberttown,NT,2629,2023-10-26 18:54:31,bank,706085,,3,Success,Vanessa Long,andersonashley@example.net,8110.9539,4891c589-c94e-42d4-9256-26f59c12eeb4
9e82d58a-1fd6-49cd-9dac-af56492690a5,Success,26e4e822-fe01-48bd-b19d-f5d0dcab7fe7,Gibson Group,128.01,12.8,6 Miller Lane,North Lee,WA,2738,2023-10-26 12:39:45,bank,523204,,2,Success,Mary Lindsey,michaelpayne@example.org,(03) 2172 0475,2a2d207b-a8f5-40ed-b173-c1717d488f77
7c0e3df0-9277-411a-aafa-1241b474ded6,Success,2ab804f4-832b-40a1-bca3-dd7f0123c9ae,MillerJohnson,40.39,4.04,543 Thompson Gap,Port Tommyburgh,VIC,2650,2023-10-25 01:15:23,bank,682134,,1,Success,Danielle Jackson,jsandoval@example.org,02 6643 8607,be862359-1116-4337-8736-1ef90d6538da
69d11a3a-b732-427c-abbf-f0cf1ca84fb1,Success,26e4e822-fe01-48bd-b19d-f5d0dcab7fe7,Gibson Group,271.13,27.11,Flat 14 192 Norris Bend,South Tracyland,WA,2938,2023-10-25 22:56:59,bank,376242,,5,Success,James Miranda,eric65@example.com,0495.924.352,ace12f0f-d30e-4d92-8584-8fd604c9b96b
ef7dd744-749f-4f1b-989b-58bebb27f33f,Failed,8729c0a3-785e-4284-8bb6-af292e8edd3f,Guerrero Wallace and Mahoney,253.39,25.34,9/845 Evans Tollway,Sonyaberg,TAS,8651,2023-10-26 05:04:54,digital_wallet,,wallet_guerrero_wallace_and_mahoney_fb8a818,5,Failed,Robert Ochoa,jodievans@example.net,+61.7.9535.5231,e75e74b5-af56-45f3-b89e-0be5fee3ac33
3b4e9b58-88de-47d1-9352-0cc0229ee6ff,Success,504bc376-74f7-415f-8125-b7adc7d648b9,Lane Juarez and Waller,155.77,15.58,441 Santiago Thoroughfare,Mcdonaldview,QLD,2925,2023-10-26 15:50:02,bank,498785,,2,Success,Martin Smith,trevorstrong@example.net,0432 116 057,887cd26b-bdf1-429e-bbe6-826d5d285180
55058574-87d1-4098-80ac-1c3147408ba4,Failed,f8bfe6dc-97b5-4302-9be1-3aa731d4c9b5,JohnsonJohnson,245.72,24.57,5 Cain Part,New Donnachester,QLD,2235,2023-10-25 20:26:53,bank,675719,,5,Failed,Mary Smith,jonathanwatson@example.net,+61.3.7569.1753,17997053-3868-477e-a393-e88230562db8
ff3ddb12-5121-4ab4-a416-2d6be4b83f0d,Success,4e9a0d13-9bae-4b2f-bea8-0e249a03824e,SmithPerry,351.63,35.16,830 Bennett Vista,Conniechester,QLD,9074,2023-10-26 22:53:01,bank,396737,,5,Success,Keith Stein,parkerjustin@example.net,+61.3.8580.5972,3037a3ec-a89f-4000-9723-26e7b0519437
988c38f0-a51f-45ac-9494-451b1fcc8bc3,Success,fa7d1727-e983-4406-8935-7ea97474ce4a,Smith Ltd,164.29,16.43,51 Benjamin Gully,West Dennisland,SA,7177,2023-10-26 23:17:35,bank,244324,,2,Success,April Davis,eespinoza@example.net,+61.402.389.508,3c9ff0b1-3c85-4cd5-9e6b-8025aef9d45d
9d0a78eb-5142-44c1-9e9d-ab53b17ad713,Success,26e4e822-fe01-48bd-b19d-f5d0dcab7fe7,Gibson Group,498.0,49.8,Apt. 510 9 Smith Ring,New Cameron,VIC,4546,2023-10-26 13:59:42,bank,168876,,5,Success,Patrick Jordan,alyssa21@example.org,7002.6478,33da9bde-fcc0-4cf6-ad54-fe703cef05b1
f2e5f046-0f90-483e-836e-b29e0b6bc779,Success,75b334f7-6c28-4113-9990-fd1ec52ff627,Romero Stephens and Casey,213.55,21.36,0 Howard Pocket,Davidside,SA,2679,2023-10-26 05:28:01,bank,285902,,2,Success,Julie Levy,amber74@example.org,(03)-4470-4041,a5a55fb0-2b93-4c3a-9998-c9e67d28390e
f712b99f-06f0-4885-b855-2dbf0001b5e9,Success,bb258400-c58b-4ced-bda6-1de10776a770,Flores PLC,480.39,48.04,802/90 Patel Landing,West Charlesside,WA,2637,2023-10-25 15:56:57,bank,595019,,3,Success,Douglas Bryant,ajones@example.org,+61-2-1784-1504,0887fe02-92d8-4298-9bbe-c8edad8d22a2
f181474d-67bc-4c7e-ace3-afd2a6ec9525,Success,6cf65262-baaa-42a0-b4c6-9c5d26297540,Rodriguez Garrett and Hanson,230.78,23.08,122 Martinez Ramp,Derrickside,TAS,2992,2023-10-25 05:22:49,bank,533705,,1,Success,Loretta Powell,fieldsspencer@example.net,(03)-2507-0784,8971d427-13ce-4471-bde1-30a15d611497
e5969f1e-52d5-4aad-8430-c8fd474623a9,Success,714b778c-807b-4bbd-92ea-4313801b1e86,CookElliott,423.44,42.34,Flat 09 571 Bryan Range,North Patrick,NT,2514,2023-10-26 08:21:55,bank,476504,,4,Success,Jared Reid,maureenlee@example.com,03.0841.8176,2e4625d2-2b3b-4e83-bac2-0a4b9b3e614a
43248562-bf48-40bb-ab1f-67f993af1da7,Success,8729c0a3-785e-4284-8bb6-af292e8edd3f,Guerrero Wallace and Mahoney,307.54,30.75,34/3 Jimmy Basin,Nelsonland,VIC,2099,2023-10-25 23:04:14,bank,865906,,4,Success,Austin Murphy,brogers@example.org,02 0056 5772,3f7681a0-aedc-4a5a-8eb5-4cfdb3107286
82be48a2-d940-4ce4-a78a-bb3b7829a9d3,Success,7489065f-c5ba-4822-8920-1c137e9fdc3c,Lopez Chandler and Ochoa,341.03,34.1,4/7 Robert Cross,Kristyfurt,VIC,2613,2023-10-25 23:02:00,digital_wallet,,wallet_lopez_chandler_and_ochoa_3a4a340,5,Success,Cassandra Woods,kimlori@example.com,(03)-5681-0941,d3bf585f-c030-489c-be8e-b2e3e788dc81
