transaction_id,transaction_status,merchant_id,merchant_name,order_total_amount,order_tax_amount,shipping_address,shipping_city,shipping_state,shipping_zip,payment_datetime,payment_method,payment_bank_account_number,payment_digital_wallet_account_number,payment_attempt,payment_status,customer_name,customer_email,customer_phone,customer_id
46fadb5e-06e3-43d1-b385-3d46f607fbc6,Success,f94eb4df-4aad-4ff2-a7ed-6c4d73e261dd,ZhangJimenez,328.09,32.81,Level 5 40 Nathan Landing,Ramostown,SA,9659,2023-10-21 04:41:05,digital_wallet,,wallet_zhangjimenez_863a53b,3,Success,George Jenkins,johnjohnson@example.com,9569.2817,7c2f0c69-b808-424c-8a46-319f55b7849c
e50a1ade-a0f0-461e-8aad-3d951b4287dd,Failed,96990a64-c9a9-4588-ae37-30ba1e4ef65f,Thornton LLC,68.38,6.84,Unit 16 316 Austin Lookout,Stephanieville,SA,2920,2023-10-22 02:45:02,bank,399684,,5,Failed,Ryan Lucas II,burnettmichael@example.net,+61843177899,4e5893b6-40d0-4df3-b6d7-5d52c46c8ffc
3099603b-8599-4b44-86d7-915ca5e5daa0,Pending,68a6bf5e-0e68-44f7-b97e-a7de752149da,Esparza Hoffman and Parker,241.34,24.13,Unit 56 607 Gregg Underpass,St. Kimberlyberg,TAS,2549,2023-10-22 01:04:27,bank,630328,,3,Pending,Catherine Aguilar,guerraallison@example.org,+61 2 4296 2984,0d26ec82-c665-4068-b437-25cda7b95a8f
a4c2647f-5cda-44d8-8076-a8442c1ccdad,Success,fdd67f70-d855-4d67-b3c7-97d3e2f7b06b,Ramirez Jones and Lynch,42.74,4.27,Level 8 36 Lindsey Circuit,Boothside,TAS,2643,2023-10-21 04:34:33,digital_wallet,,wallet_ramirez_jones_and_lynch_0e74e82,2,Success,Kenneth Fuentes,briana76@example.com,06900507,fe5ab804-8be4-426d-83bb-c1a7c887176b
d2e113d0-15a7-4316-bab5-8a9b229d56a7,Fraud,5f43b821-1b8a-4c2a-a58f-60d6a867d2ae,Ellis Group,487.16,48.72,76 Lynn Corso,St. Bridgetshire,NT,2133,2023-10-22 17:24:21,bank,583700,,5,Fraud,Dana Olson,kathleen85@example.com,+61 455 444 208,2475da08-27f4-40ec-b40d-706b3f940b54
26a99a23-82fe-43f4-b498-dbca6d72037d,Success,1ecf2918-e079-4563-b9eb-04a646d7c9bd,ThompsonYoung,248.35,24.84,01 Jermaine Steps,New Shari,VIC,2965,2023-10-22 08:12:05,bank,445385,,2,Success,Kimberly Riley,kingjamie@example.org,7541.1562,882d06e4-7ef0-4ad5-aca4-9332b813959c
86124fd8-cca9-4f55-b87e-25b16cfc3b1c,Pending,adaca8ff-bbbc-470f-8fa4-08818631973b,Rojas Colon and Anderson,451.51,45.15,9/2 Rogers Lookout,West Shawnburgh,NSW,0960,2023-10-21 00:15:36,bank,223563,,3,Pending,Frank Watson,moralesdavid@example.net,+61360182910,12cbf02c-b790-4936-861a-18897be16ee2
7c0b6656-6b8a-4446-9bec-980171d1a089,Success,f6ff802c-09d0-482e-8262-f14364c9f5c3,Tucker Stanley and Dominguez,250.74,25.07,807/082 Morgan Centreway,Markfurt,SA,8824,2023-10-22 14:04:30,bank,165498,,2,Success,Shelly Schaefer,brooke54@example.net,+61-7-9877-6007,b4f3b26b-7c88-4365-8b7e-6a3341e88447
32802789-6099-4f03-b129-adb62453c31f,Success,1663c4c1-a5ae-4111-9bbd-38c485f79f45,Lane Stevens and Garza,439.62,43.96,Level 1 97 Garcia Right Of Way,East Ericamouth,TAS,0930,2023-10-21 04:24:21,digital_wallet,,wallet_lane_stevens_and_garza_eb996a9,3,Success,Pamela Herring,robert87@example.com,08-2901-1774,3012dfd9-5ac0-4f29-bb22-40e53846344e
70f4d4c3-8df9-4eaf-9be3-bfcfb254d7f5,Success,c0aadf65-ff26-4f56-af3f-9fc29fe0ff49,Gaines Ltd,49.69,4.97,Apt. 005 50 Young Hill,Lake Scott,VIC,3226,2023-10-22 07:25:33,bank,138964,,4,Success,Michael Stewart,jenningslogan@example.com,+61.448.659.936,09e81083-eab5-4495-acda-c2f98c086e9e
